meeting_date,horizon,dot_value
2025-09-17,Longer run,3.75
2025-09-17,Longer run,3.875
2025-12-10,2025,3.375
2025-12-10,2025,3.625
2025-12-10,2025,3.625
2025-12-10,2025,3.625
2025-12-10,2025,3.625
2025-12-10,2025,3.625
2025-12-10,2025,3.625
2025-12-10,2025,3.625
2025-12-10,2025,3.625
2025-12-10,2025,3.625
2025-12-10,2025,3.625
2025-12-10,2025,3.625
2025-12-10,2025,3.625
2025-12-10,2025,3.875
2025-12-10,2025,3.875
2025-12-10,2025,3.875
2025-12-10,2025,3.875
2025-12-10,2025,3.875
2025-12-10,2025,3.875
2025-12-10,2026,2.125
2025-12-10,2026,2.625
2025-12-10,2026,2.875
2025-12-10,2026,2.875
2025-12-10,2026,3.125
2025-12-10,2026,3.125
2025-12-10,2026,3.125
2025-12-10,2026,3.125
2025-12-10,2026,3.375
2025-12-10,2026,3.375
2025-12-10,2026,3.375
2025-12-10,2026,3.375
2025-12-10,2026,3.625
2025-12-10,2026,3.625
2025-12-10,2026,3.625
2025-12-10,2026,3.625
2025-12-10,2026,3.875
2025-12-10,2026,3.875
2025-12-10,2026,3.875
2025-12-10,2027,2.375
2025-12-10,2027,2.625
2025-12-10,2027,2.625
2025-12-10,2027,2.875
2025-12-10,2027,2.875
2025-12-10,2027,2.875
2025-12-10,2027,3.125
2025-12-10,2027,3.125
2025-12-10,2027,3.125
2025-12-10,2027,3.125
2025-12-10,2027,3.125
2025-12-10,2027,3.125
2025-12-10,2027,3.375
2025-12-10,2027,3.375
2025-12-10,2027,3.375
2025-12-10,2027,3.625
2025-12-10,2027,3.625
2025-12-10,2027,3.875
2025-12-10,2027,3.875
2025-12-10,2028,2.625
2025-12-10,2028,2.625
2025-12-10,2028,2.625
2025-12-10,2028,2.75
2025-12-10,2028,2.875
2025-12-10,2028,2.875
2025-12-10,2028,2.875
2025-12-10,2028,3.125
2025-12-10,2028,3.125
2025-12-10,2028,3.125
2025-12-10,2028,3.125
2025-12-10,2028,3.125
2025-12-10,2028,3.125
2025-12-10,2028,3.375
2025-12-10,2028,3.375
2025-12-10,2028,3.625
2025-12-10,2028,3.625
2025-12-10,2028,3.875
2025-12-10,2028,3.875
2025-12-10,Longer run,2.625
2025-12-10,Longer run,2.625
2025-12-10,Longer run,2.625
2025-12-10,Longer run,2.75
2025-12-10,Longer run,2.875
2025-12-10,Longer run,3.0
2025-12-10,Longer run,3.0
2025-12-10,Longer run,3.0
2025-12-10,Longer run,3.0
2025-12-10,Longer run,3.0
2025-12-10,Longer run,3.125
2025-12-10,Longer run,3.125
2025-12-10,Longer run,3.25
2025-12-10,Longer run,3.375
2025-12-10,Longer run,3.375
2025-12-10,Longer run,3.5
2025-12-10,Longer run,3.625
2025-12-10,Longer run,3.75
2025-12-10,Longer run,3.875
