survey_date,received_by_date,panel,pctl50,previous_survey_date,previous_received_by_date,previous_market_median,survey_change_pp,survey_change_bps,sep_date,sep_median,previous_sep_date,previous_sep_median,sep_change_pp,sep_change_bps,days_since_sep_release,source,local_path,receipt_source_file
2025-03-01,2025-03-10,Combined,3.13,2025-01-01,2025-01-21,3.13,0.0,0.0,2024-12-18,3.0,2024-09-18,2.9,0.10000000000000009,10.0,82,xlsx,data_raw/mar-2025-data.xlsx,data_raw/mar-2025-sme-results.pdf
2025-03-01,2025-03-10,SMP,3.06,2025-01-01,2025-01-21,3.0,0.06000000000000005,6.0,2024-12-18,3.0,2024-09-18,2.9,0.10000000000000009,10.0,82,xlsx,data_raw/mar-2025-data.xlsx,data_raw/mar-2025-sme-results.pdf
2025-03-01,2025-03-10,SPD,3.13,2025-01-01,2025-01-21,3.19,-0.06000000000000005,-6.0,2024-12-18,3.0,2024-09-18,2.9,0.10000000000000009,10.0,82,xlsx,data_raw/mar-2025-data.xlsx,data_raw/mar-2025-sme-results.pdf
2025-05-01,2025-04-28,Combined,3.13,2025-03-01,2025-03-10,3.13,0.0,0.0,2025-03-19,3.0,2024-12-18,3.0,0.0,0.0,40,xlsx,data_raw/may-2025-data.xlsx,data_raw/may-2025-sme-results.pdf
2025-05-01,2025-04-28,SMP,3.0,2025-03-01,2025-03-10,3.06,-0.06000000000000005,-6.0,2025-03-19,3.0,2024-12-18,3.0,0.0,0.0,40,xlsx,data_raw/may-2025-data.xlsx,data_raw/may-2025-sme-results.pdf
2025-05-01,2025-04-28,SPD,3.13,2025-03-01,2025-03-10,3.13,0.0,0.0,2025-03-19,3.0,2024-12-18,3.0,0.0,0.0,40,xlsx,data_raw/may-2025-data.xlsx,data_raw/may-2025-sme-results.pdf
2025-06-01,2025-06-09,Combined,3.13,2025-05-01,2025-04-28,3.13,0.0,0.0,2025-03-19,3.0,2024-12-18,3.0,0.0,0.0,82,xlsx,data_raw/jun-2025-data.xlsx,data_raw/jun-2025-sme-results.pdf
2025-06-01,2025-06-09,SMP,3.0,2025-05-01,2025-04-28,3.0,0.0,0.0,2025-03-19,3.0,2024-12-18,3.0,0.0,0.0,82,xlsx,data_raw/jun-2025-data.xlsx,data_raw/jun-2025-sme-results.pdf
2025-06-01,2025-06-09,SPD,3.13,2025-05-01,2025-04-28,3.13,0.0,0.0,2025-03-19,3.0,2024-12-18,3.0,0.0,0.0,82,xlsx,data_raw/jun-2025-data.xlsx,data_raw/jun-2025-sme-results.pdf
2025-07-01,2025-07-21,Combined,3.13,2025-06-01,2025-06-09,3.13,0.0,0.0,2025-06-18,3.0,2025-03-19,3.0,0.0,0.0,33,xlsx,data_raw/jul-2025-data.xlsx,data_raw/jul-2025-sme-results.pdf
2025-07-01,2025-07-21,SMP,3.0,2025-06-01,2025-06-09,3.0,0.0,0.0,2025-06-18,3.0,2025-03-19,3.0,0.0,0.0,33,xlsx,data_raw/jul-2025-data.xlsx,data_raw/jul-2025-sme-results.pdf
2025-07-01,2025-07-21,SPD,3.13,2025-06-01,2025-06-09,3.13,0.0,0.0,2025-06-18,3.0,2025-03-19,3.0,0.0,0.0,33,xlsx,data_raw/jul-2025-data.xlsx,data_raw/jul-2025-sme-results.pdf
2025-09-01,2025-09-08,Combined,3.13,2025-07-01,2025-07-21,3.13,0.0,0.0,2025-06-18,3.0,2025-03-19,3.0,0.0,0.0,82,xlsx,data_raw/sep-2025-data.xlsx,data_raw/sep-2025-sme-results.pdf
2025-09-01,2025-09-08,SMP,3.0,2025-07-01,2025-07-21,3.0,0.0,0.0,2025-06-18,3.0,2025-03-19,3.0,0.0,0.0,82,xlsx,data_raw/sep-2025-data.xlsx,data_raw/sep-2025-sme-results.pdf
2025-09-01,2025-09-08,SPD,3.13,2025-07-01,2025-07-21,3.13,0.0,0.0,2025-06-18,3.0,2025-03-19,3.0,0.0,0.0,82,xlsx,data_raw/sep-2025-data.xlsx,data_raw/sep-2025-sme-results.pdf
2025-10-01,2025-10-20,Combined,3.13,2025-09-01,2025-09-08,3.13,0.0,0.0,2025-09-17,3.0,2025-06-18,3.0,0.0,0.0,33,xlsx,data_raw/oct-2025-data.xlsx,data_raw/oct-2025-sme-results.pdf
2025-10-01,2025-10-20,SMP,3.0,2025-09-01,2025-09-08,3.0,0.0,0.0,2025-09-17,3.0,2025-06-18,3.0,0.0,0.0,33,xlsx,data_raw/oct-2025-data.xlsx,data_raw/oct-2025-sme-results.pdf
2025-10-01,2025-10-20,SPD,3.13,2025-09-01,2025-09-08,3.13,0.0,0.0,2025-09-17,3.0,2025-06-18,3.0,0.0,0.0,33,xlsx,data_raw/oct-2025-data.xlsx,data_raw/oct-2025-sme-results.pdf
2025-12-01,2025-12-01,Combined,3.13,2025-10-01,2025-10-20,3.13,0.0,0.0,2025-09-17,3.0,2025-06-18,3.0,0.0,0.0,75,xlsx,data_raw/dec-2025-data.xlsx,data_raw/dec-2025-sme-results.pdf
2025-12-01,2025-12-01,SMP,3.0,2025-10-01,2025-10-20,3.0,0.0,0.0,2025-09-17,3.0,2025-06-18,3.0,0.0,0.0,75,xlsx,data_raw/dec-2025-data.xlsx,data_raw/dec-2025-sme-results.pdf
2025-12-01,2025-12-01,SPD,3.13,2025-10-01,2025-10-20,3.13,0.0,0.0,2025-09-17,3.0,2025-06-18,3.0,0.0,0.0,75,xlsx,data_raw/dec-2025-data.xlsx,data_raw/dec-2025-sme-results.pdf
2026-01-01,2026-01-20,Combined,3.1,2025-12-01,2025-12-01,3.13,-0.029999999999999805,-3.0,2025-12-10,3.0,2025-09-17,3.0,0.0,0.0,41,xlsx,data_raw/jan-2026-data.xlsx,data_raw/jan-2026-sme-results.pdf
2026-01-01,2026-01-20,SMP,3.0,2025-12-01,2025-12-01,3.0,0.0,0.0,2025-12-10,3.0,2025-09-17,3.0,0.0,0.0,41,xlsx,data_raw/jan-2026-data.xlsx,data_raw/jan-2026-sme-results.pdf
2026-01-01,2026-01-20,SPD,3.13,2025-12-01,2025-12-01,3.13,0.0,0.0,2025-12-10,3.0,2025-09-17,3.0,0.0,0.0,41,xlsx,data_raw/jan-2026-data.xlsx,data_raw/jan-2026-sme-results.pdf
2026-03-01,2026-03-09,Combined,3.13,2026-01-01,2026-01-20,3.1,0.029999999999999805,3.0,2025-12-10,3.0,2025-09-17,3.0,0.0,0.0,89,xlsx,data_raw/mar-2026-data.xlsx,data_raw/mar-2026-sme-results.pdf
2026-03-01,2026-03-09,SMP,3.0,2026-01-01,2026-01-20,3.0,0.0,0.0,2025-12-10,3.0,2025-09-17,3.0,0.0,0.0,89,xlsx,data_raw/mar-2026-data.xlsx,data_raw/mar-2026-sme-results.pdf
2026-03-01,2026-03-09,SPD,3.13,2026-01-01,2026-01-20,3.13,0.0,0.0,2025-12-10,3.0,2025-09-17,3.0,0.0,0.0,89,xlsx,data_raw/mar-2026-data.xlsx,data_raw/mar-2026-sme-results.pdf
2026-04-01,2026-04-20,Combined,3.13,2026-03-01,2026-03-09,3.13,0.0,0.0,2026-03-18,3.1,2025-12-10,3.0,0.10000000000000009,10.0,33,xlsx,data_raw/apr-2026-data.xlsx,data_raw/apr-2026-sme-results.pdf
2026-04-01,2026-04-20,SMP,3.0,2026-03-01,2026-03-09,3.0,0.0,0.0,2026-03-18,3.1,2025-12-10,3.0,0.10000000000000009,10.0,33,xlsx,data_raw/apr-2026-data.xlsx,data_raw/apr-2026-sme-results.pdf
2026-04-01,2026-04-20,SPD,3.13,2026-03-01,2026-03-09,3.13,0.0,0.0,2026-03-18,3.1,2025-12-10,3.0,0.10000000000000009,10.0,33,xlsx,data_raw/apr-2026-data.xlsx,data_raw/apr-2026-sme-results.pdf
